Country Name,Country Code,Series Name,Series Code,2020 [YR2020]
Northern Mariana Islands,MNP,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Northern Mariana Islands,MNP,Net migration,SM.POP.NETM,..
Northern Mariana Islands,MNP,Population growth (annual %),SP.POP.GROW,0.599461584295658
Northern Mariana Islands,MNP,Population density (people per sq. km of land area),EN.POP.DNST,125.123913043478
Norway,NOR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Norway,NOR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Norway,NOR,Net migration,SM.POP.NETM,..
Norway,NOR,Population growth (annual %),SP.POP.GROW,0.588757324043059
Norway,NOR,Population density (people per sq. km of land area),EN.POP.DNST,14.7339340964594
Oman,OMN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Oman,OMN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Oman,OMN,Net migration,SM.POP.NETM,..
Oman,OMN,Population growth (annual %),SP.POP.GROW,2.61143663007279
Oman,OMN,Population density (people per sq. km of land area),EN.POP.DNST,16.4995864297254
Pakistan,PAK,People practicing open defecation (% of population),SH.STA.ODFC.ZS,7.303359668
Pakistan,PAK,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Pakistan,PAK,Net migration,SM.POP.NETM,..
Pakistan,PAK,Population growth (annual %),SP.POP.GROW,1.97831956650447
Pakistan,PAK,Population density (people per sq. km of land area),EN.POP.DNST,286.545676369863
Palau,PLW,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Palau,PLW,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Palau,PLW,Net migration,SM.POP.NETM,..
Palau,PLW,Population growth (annual %),SP.POP.GROW,0.504253970702902
Palau,PLW,Population density (people per sq. km of land area),EN.POP.DNST,39.3304347826087
Panama,PAN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,4.1932288
Panama,PAN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Panama,PAN,Net migration,SM.POP.NETM,..
Panama,PAN,Population growth (annual %),SP.POP.GROW,1.59625723019903
Panama,PAN,Population density (people per sq. km of land area),EN.POP.DNST,58.1685428097658
Papua New Guinea,PNG,People practicing open defecation (% of population),SH.STA.ODFC.ZS,16.13159141
Papua New Guinea,PNG,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Papua New Guinea,PNG,Net migration,SM.POP.NETM,..
Papua New Guinea,PNG,Population growth (annual %),SP.POP.GROW,1.9287015742933
Papua New Guinea,PNG,Population density (people per sq. km of land area),EN.POP.DNST,19.7567173077772
Paraguay,PRY,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.343285633
Paraguay,PRY,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Paraguay,PRY,Net migration,SM.POP.NETM,..
Paraguay,PRY,Population growth (annual %),SP.POP.GROW,1.2399108173403
Paraguay,PRY,Population density (people per sq. km of land area),EN.POP.DNST,17.9525044047319
Peru,PER,People practicing open defecation (% of population),SH.STA.ODFC.ZS,4.39777087
Peru,PER,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Peru,PER,Net migration,SM.POP.NETM,..
Peru,PER,Population growth (annual %),SP.POP.GROW,1.40921005836136
Peru,PER,Population density (people per sq. km of land area),EN.POP.DNST,25.7592546875
Philippines,PHL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,3.786328299
Philippines,PHL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Philippines,PHL,Net migration,SM.POP.NETM,..
Philippines,PHL,Population growth (annual %),SP.POP.GROW,1.34542996462104
Philippines,PHL,Population density (people per sq. km of land area),EN.POP.DNST,367.512107187175
Poland,POL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Poland,POL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Poland,POL,Net migration,SM.POP.NETM,..
Poland,POL,Population growth (annual %),SP.POP.GROW,-0.0386557422532846
Poland,POL,Population density (people per sq. km of land area),EN.POP.DNST,123.953365777183
Portugal,PRT,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Portugal,PRT,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Portugal,PRT,Net migration,SM.POP.NETM,..
Portugal,PRT,Population growth (annual %),SP.POP.GROW,0.187462779794563
Portugal,PRT,Population density (people per sq. km of land area),EN.POP.DNST,112.499279520029
Puerto Rico,PRI,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Puerto Rico,PRI,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Puerto Rico,PRI,Net migration,SM.POP.NETM,..
Puerto Rico,PRI,Population growth (annual %),SP.POP.GROW,0.0106454125886843
Puerto Rico,PRI,Population density (people per sq. km of land area),EN.POP.DNST,360.094024802706
Qatar,QAT,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Qatar,QAT,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Qatar,QAT,Net migration,SM.POP.NETM,..
Qatar,QAT,Population growth (annual %),SP.POP.GROW,1.71500358488996
Qatar,QAT,Population density (people per sq. km of land area),EN.POP.DNST,250.74499564839
Romania,ROU,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Romania,ROU,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Romania,ROU,Net migration,SM.POP.NETM,..
Romania,ROU,Population growth (annual %),SP.POP.GROW,-0.442473206930647
Romania,ROU,Population density (people per sq. km of land area),EN.POP.DNST,83.8235526773296
Russian Federation,RUS,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Russian Federation,RUS,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Russian Federation,RUS,Net migration,SM.POP.NETM,..
Russian Federation,RUS,Population growth (annual %),SP.POP.GROW,-0.209476796881133
Russian Federation,RUS,Population density (people per sq. km of land area),EN.POP.DNST,8.79924430004024
Rwanda,RWA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,1.966497836
Rwanda,RWA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Rwanda,RWA,Net migration,SM.POP.NETM,..
Rwanda,RWA,Population growth (annual %),SP.POP.GROW,2.54338844179175
Rwanda,RWA,Population density (people per sq. km of land area),EN.POP.DNST,525.018605593839
Samoa,WSM,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.145512465
Samoa,WSM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Samoa,WSM,Net migration,SM.POP.NETM,..
Samoa,WSM,Population growth (annual %),SP.POP.GROW,0.665989824539763
Samoa,WSM,Population density (people per sq. km of land area),EN.POP.DNST,70.1095406360424
San Marino,SMR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
San Marino,SMR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
San Marino,SMR,Net migration,SM.POP.NETM,..
San Marino,SMR,Population growth (annual %),SP.POP.GROW,0.218282733201192
San Marino,SMR,Population density (people per sq. km of land area),EN.POP.DNST,565.633333333333
Sao Tome and Principe,STP,People practicing open defecation (% of population),SH.STA.ODFC.ZS,42.62540047
Sao Tome and Principe,STP,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Sao Tome and Principe,STP,Net migration,SM.POP.NETM,..
Sao Tome and Principe,STP,Population growth (annual %),SP.POP.GROW,1.89453605124968
Sao Tome and Principe,STP,Population density (people per sq. km of land area),EN.POP.DNST,228.292708333333
Saudi Arabia,SAU,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Saudi Arabia,SAU,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Saudi Arabia,SAU,Net migration,SM.POP.NETM,..
Saudi Arabia,SAU,Population growth (annual %),SP.POP.GROW,1.57883732958732
Saudi Arabia,SAU,Population density (people per sq. km of land area),EN.POP.DNST,16.1948313477757
Senegal,SEN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,11.25308036
Senegal,SEN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Senegal,SEN,Net migration,SM.POP.NETM,..
Senegal,SEN,Population growth (annual %),SP.POP.GROW,2.70939118149213
Senegal,SEN,Population density (people per sq. km of land area),EN.POP.DNST,86.9679011063211
Serbia,SRB,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.031691066
Serbia,SRB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Serbia,SRB,Net migration,SM.POP.NETM,..
Serbia,SRB,Population growth (annual %),SP.POP.GROW,-0.534322699558648
Serbia,SRB,Population density (people per sq. km of land area),EN.POP.DNST,78.9872398810885
Seychelles,SYC,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Seychelles,SYC,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Seychelles,SYC,Net migration,SM.POP.NETM,..
Seychelles,SYC,Population growth (annual %),SP.POP.GROW,0.853707878128979
Seychelles,SYC,Population density (people per sq. km of land area),EN.POP.DNST,214.047826086957
Sierra Leone,SLE,People practicing open defecation (% of population),SH.STA.ODFC.ZS,16.39084581
Sierra Leone,SLE,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Sierra Leone,SLE,Net migration,SM.POP.NETM,..
Sierra Leone,SLE,Population growth (annual %),SP.POP.GROW,2.07450135530529
Sierra Leone,SLE,Population density (people per sq. km of land area),EN.POP.DNST,110.515170407315
Singapore,SGP,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Singapore,SGP,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Singapore,SGP,Net migration,SM.POP.NETM,..
Singapore,SGP,Population growth (annual %),SP.POP.GROW,-0.311904961250833
Singapore,SGP,Population density (people per sq. km of land area),EN.POP.DNST,8019.47390691114
Sint Maarten (Dutch part),SXM,People practicing open defecation (% of population),SH.STA.ODFC.ZS,..
Sint Maarten (Dutch part),SXM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Sint Maarten (Dutch part),SXM,Net migration,SM.POP.NETM,..
Sint Maarten (Dutch part),SXM,Population growth (annual %),SP.POP.GROW,0.19375810832126
Sint Maarten (Dutch part),SXM,Population density (people per sq. km of land area),EN.POP.DNST,1200.35294117647
Slovak Republic,SVK,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Slovak Republic,SVK,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Slovak Republic,SVK,Net migration,SM.POP.NETM,..
Slovak Republic,SVK,Population growth (annual %),SP.POP.GROW,0.0857694756149868
Slovak Republic,SVK,Population density (people per sq. km of land area),EN.POP.DNST,113.536335274542
Slovenia,SVN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Slovenia,SVN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Slovenia,SVN,Net migration,SM.POP.NETM,..
Slovenia,SVN,Population growth (annual %),SP.POP.GROW,0.560630293306558
Slovenia,SVN,Population density (people per sq. km of land area),EN.POP.DNST,104.295008045132
Solomon Islands,SLB,People practicing open defecation (% of population),SH.STA.ODFC.ZS,44.79094546
Solomon Islands,SLB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Solomon Islands,SLB,Net migration,SM.POP.NETM,..
Solomon Islands,SLB,Population growth (annual %),SP.POP.GROW,2.5146180244063
Solomon Islands,SLB,Population density (people per sq. km of land area),EN.POP.DNST,24.5401214719543
Somalia,SOM,People practicing open defecation (% of population),SH.STA.ODFC.ZS,23.12102855
Somalia,SOM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Somalia,SOM,Net migration,SM.POP.NETM,..
Somalia,SOM,Population growth (annual %),SP.POP.GROW,2.87428009490378
Somalia,SOM,Population density (people per sq. km of land area),EN.POP.DNST,25.3342987853477
South Africa,ZAF,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.224160013
South Africa,ZAF,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
South Africa,ZAF,Net migration,SM.POP.NETM,..
South Africa,ZAF,Population growth (annual %),SP.POP.GROW,1.27335626330668
South Africa,ZAF,Population density (people per sq. km of land area),EN.POP.DNST,48.8905934431905
South Sudan,SSD,People practicing open defecation (% of population),SH.STA.ODFC.ZS,60.12719512
South Sudan,SSD,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
South Sudan,SSD,Net migration,SM.POP.NETM,..
South Sudan,SSD,Population growth (annual %),SP.POP.GROW,1.18275937083062
South Sudan,SSD,Population density (people per sq. km of land area),EN.POP.DNST,17.7136110778852
Spain,ESP,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Spain,ESP,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Spain,ESP,Net migration,SM.POP.NETM,..
Spain,ESP,Population growth (annual %),SP.POP.GROW,0.461546666660309
Spain,ESP,Population density (people per sq. km of land area),EN.POP.DNST,94.7782971703446
Sri Lanka,LKA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Sri Lanka,LKA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Sri Lanka,LKA,Net migration,SM.POP.NETM,..
Sri Lanka,LKA,Population growth (annual %),SP.POP.GROW,0.530626559530355
Sri Lanka,LKA,Population density (people per sq. km of land area),EN.POP.DNST,354.309452993664
St. Kitts and Nevis,KNA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,..
St. Kitts and Nevis,KNA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
St. Kitts and Nevis,KNA,Net migration,SM.POP.NETM,..
St. Kitts and Nevis,KNA,Population growth (annual %),SP.POP.GROW,0.675308623400813
St. Kitts and Nevis,KNA,Population density (people per sq. km of land area),EN.POP.DNST,204.584615384615
St. Lucia,LCA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,6.199663045
St. Lucia,LCA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
St. Lucia,LCA,Net migration,SM.POP.NETM,..
St. Lucia,LCA,Population growth (annual %),SP.POP.GROW,0.45521114346163
St. Lucia,LCA,Population density (people per sq. km of land area),EN.POP.DNST,301.031147540984
St. Martin (French part),MAF,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
St. Martin (French part),MAF,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
St. Martin (French part),MAF,Net migration,SM.POP.NETM,..
St. Martin (French part),MAF,Population growth (annual %),SP.POP.GROW,1.71408169965882
St. Martin (French part),MAF,Population density (people per sq. km of land area),EN.POP.DNST,773.18
St. Vincent and the Grenadines,VCT,People practicing open defecation (% of population),SH.STA.ODFC.ZS,..
St. Vincent and the Grenadines,VCT,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
St. Vincent and the Grenadines,VCT,Net migration,SM.POP.NETM,..
St. Vincent and the Grenadines,VCT,Population growth (annual %),SP.POP.GROW,0.319581386016186
St. Vincent and the Grenadines,VCT,Population density (people per sq. km of land area),EN.POP.DNST,284.479487179487
Sudan,SDN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,24.00786171
Sudan,SDN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Sudan,SDN,Net migration,SM.POP.NETM,..
Sudan,SDN,Population growth (annual %),SP.POP.GROW,2.39107177389208
Sudan,SDN,Population density (people per sq. km of land area),EN.POP.DNST,23.712129323794
Suriname,SUR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,1.21956204
Suriname,SUR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Suriname,SUR,Net migration,SM.POP.NETM,..
Suriname,SUR,Population growth (annual %),SP.POP.GROW,0.902576938680272
Suriname,SUR,Population density (people per sq. km of land area),EN.POP.DNST,3.76047435897436
Sweden,SWE,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Sweden,SWE,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Sweden,SWE,Net migration,SM.POP.NETM,..
Sweden,SWE,Population growth (annual %),SP.POP.GROW,0.722703912882934
Sweden,SWE,Population density (people per sq. km of land area),EN.POP.DNST,25.4190714689057
Switzerland,CHE,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Switzerland,CHE,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Switzerland,CHE,Net migration,SM.POP.NETM,..
Switzerland,CHE,Population growth (annual %),SP.POP.GROW,0.715961342750833
Switzerland,CHE,Population density (people per sq. km of land area),EN.POP.DNST,218.566895510506
Syrian Arab Republic,SYR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,..
Syrian Arab Republic,SYR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Syrian Arab Republic,SYR,Net migration,SM.POP.NETM,..
Syrian Arab Republic,SYR,Population growth (annual %),SP.POP.GROW,2.49081534407701
Syrian Arab Republic,SYR,Population density (people per sq. km of land area),EN.POP.DNST,95.3039100364864
Tajikistan,TJK,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Tajikistan,TJK,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Tajikistan,TJK,Net migration,SM.POP.NETM,..
Tajikistan,TJK,Population growth (annual %),SP.POP.GROW,2.29738984750059
Tajikistan,TJK,Population density (people per sq. km of land area),EN.POP.DNST,68.7199510051156
Tanzania,TZA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,10.89485073
Tanzania,TZA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Tanzania,TZA,Net migration,SM.POP.NETM,..
Tanzania,TZA,Population growth (annual %),SP.POP.GROW,2.93677770402726
Tanzania,TZA,Population density (people per sq. km of land area),EN.POP.DNST,67.4353273876722
Thailand,THA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Thailand,THA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Thailand,THA,Net migration,SM.POP.NETM,..
Thailand,THA,Population growth (annual %),SP.POP.GROW,0.250165166562935
Thailand,THA,Population density (people per sq. km of land area),EN.POP.DNST,136.624279199045
Timor-Leste,TLS,People practicing open defecation (% of population),SH.STA.ODFC.ZS,18.21605815
Timor-Leste,TLS,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Timor-Leste,TLS,Net migration,SM.POP.NETM,..
Timor-Leste,TLS,Population growth (annual %),SP.POP.GROW,1.9392833553798
Timor-Leste,TLS,Population density (people per sq. km of land area),EN.POP.DNST,88.6645595158036
Togo,TGO,People practicing open defecation (% of population),SH.STA.ODFC.ZS,45.15001658
Togo,TGO,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Togo,TGO,Net migration,SM.POP.NETM,..
Togo,TGO,Population growth (annual %),SP.POP.GROW,2.40066351625992
Togo,TGO,Population density (people per sq. km of land area),EN.POP.DNST,152.210645339217
Tonga,TON,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.016902839
Tonga,TON,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Tonga,TON,Net migration,SM.POP.NETM,..
Tonga,TON,Population growth (annual %),SP.POP.GROW,1.14181474007885
Tonga,TON,Population density (people per sq. km of land area),EN.POP.DNST,146.801388888889
Trinidad and Tobago,TTO,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Trinidad and Tobago,TTO,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Trinidad and Tobago,TTO,Net migration,SM.POP.NETM,..
Trinidad and Tobago,TTO,Population growth (annual %),SP.POP.GROW,0.323640628033623
Trinidad and Tobago,TTO,Population density (people per sq. km of land area),EN.POP.DNST,272.805263157895
Tunisia,TUN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Tunisia,TUN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Tunisia,TUN,Net migration,SM.POP.NETM,..
Tunisia,TUN,Population growth (annual %),SP.POP.GROW,1.05385412657395
Tunisia,TUN,Population density (people per sq. km of land area),EN.POP.DNST,76.0724639546859
Turkey,TUR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.152950913
Turkey,TUR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Turkey,TUR,Net migration,SM.POP.NETM,..
Turkey,TUR,Population growth (annual %),SP.POP.GROW,1.08419395235039
Turkey,TUR,Population density (people per sq. km of land area),EN.POP.DNST,109.583913049128
Turkmenistan,TKM,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Turkmenistan,TKM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Turkmenistan,TKM,Net migration,SM.POP.NETM,..
Turkmenistan,TKM,Population growth (annual %),SP.POP.GROW,1.48822439500971
Turkmenistan,TKM,Population density (people per sq. km of land area),EN.POP.DNST,12.8342242461643
Turks and Caicos Islands,TCA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,..
Turks and Caicos Islands,TCA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Turks and Caicos Islands,TCA,Net migration,SM.POP.NETM,..
Turks and Caicos Islands,TCA,Population growth (annual %),SP.POP.GROW,1.36261729685353
Turks and Caicos Islands,TCA,Population density (people per sq. km of land area),EN.POP.DNST,40.7557894736842
Tuvalu,TUV,People practicing open defecation (% of population),SH.STA.ODFC.ZS,..
Tuvalu,TUV,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Tuvalu,TUV,Net migration,SM.POP.NETM,..
Tuvalu,TUV,Population growth (annual %),SP.POP.GROW,1.16860629592603
Tuvalu,TUV,Population density (people per sq. km of land area),EN.POP.DNST,393.066666666667
Uganda,UGA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,4.675956061
Uganda,UGA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Uganda,UGA,Net migration,SM.POP.NETM,..
Uganda,UGA,Population growth (annual %),SP.POP.GROW,3.26971334741299
Uganda,UGA,Population density (people per sq. km of land area),EN.POP.DNST,228.111909036505
Ukraine,UKR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Ukraine,UKR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Ukraine,UKR,Net migration,SM.POP.NETM,..
Ukraine,UKR,Population growth (annual %),SP.POP.GROW,-0.568251538691365
Ukraine,UKR,Population density (people per sq. km of land area),EN.POP.DNST,76.1730980324474
United Arab Emirates,ARE,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
United Arab Emirates,ARE,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
United Arab Emirates,ARE,Net migration,SM.POP.NETM,..
United Arab Emirates,ARE,Population growth (annual %),SP.POP.GROW,1.21942868246666
United Arab Emirates,ARE,Population density (people per sq. km of land area),EN.POP.DNST,139.262179667699
United Kingdom,GBR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
United Kingdom,GBR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
United Kingdom,GBR,Net migration,SM.POP.NETM,..
United Kingdom,GBR,Population growth (annual %),SP.POP.GROW,0.565404594994568
United Kingdom,GBR,Population density (people per sq. km of land area),EN.POP.DNST,277.829508535527
United States,USA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
United States,USA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
United States,USA,Net migration,SM.POP.NETM,..
United States,USA,Population growth (annual %),SP.POP.GROW,0.350911063312921
United States,USA,Population density (people per sq. km of land area),EN.POP.DNST,36.0193500462426
Uruguay,URY,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.214195109
Uruguay,URY,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Uruguay,URY,Net migration,SM.POP.NETM,..
Uruguay,URY,Population growth (annual %),SP.POP.GROW,0.345932798178836
Uruguay,URY,Population density (people per sq. km of land area),EN.POP.DNST,19.8476002742544
Uzbekistan,UZB,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Uzbekistan,UZB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Uzbekistan,UZB,Net migration,SM.POP.NETM,..
Uzbekistan,UZB,Population growth (annual %),SP.POP.GROW,1.92212652692564
Uzbekistan,UZB,Population density (people per sq. km of land area),EN.POP.DNST,77.7021030291337
Vanuatu,VUT,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.302012749
Vanuatu,VUT,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Vanuatu,VUT,Net migration,SM.POP.NETM,..
Vanuatu,VUT,Population growth (annual %),SP.POP.GROW,2.39471636629146
Vanuatu,VUT,Population density (people per sq. km of land area),EN.POP.DNST,25.1968826907301
"Venezuela, RB",VEN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,3.023846459
"Venezuela, RB",VEN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
"Venezuela, RB",VEN,Net migration,SM.POP.NETM,..
"Venezuela, RB",VEN,Population growth (annual %),SP.POP.GROW,-0.280539304004186
"Venezuela, RB",VEN,Population density (people per sq. km of land area),EN.POP.DNST,32.2384706082422
Vietnam,VNM,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2.933473771
Vietnam,VNM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Vietnam,VNM,Net migration,SM.POP.NETM,..
Vietnam,VNM,Population growth (annual %),SP.POP.GROW,0.904517905712374
Vietnam,VNM,Population density (people per sq. km of land area),EN.POP.DNST,313.924542845164
Virgin Islands (U.S.),VIR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Virgin Islands (U.S.),VIR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Virgin Islands (U.S.),VIR,Net migration,SM.POP.NETM,..
Virgin Islands (U.S.),VIR,Population growth (annual %),SP.POP.GROW,-0.35593743409178
Virgin Islands (U.S.),VIR,Population density (people per sq. km of land area),EN.POP.DNST,303.685714285714
West Bank and Gaza,PSE,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.140717988
West Bank and Gaza,PSE,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
West Bank and Gaza,PSE,Net migration,SM.POP.NETM,..
West Bank and Gaza,PSE,Population growth (annual %),SP.POP.GROW,2.48654993848325
West Bank and Gaza,PSE,Population density (people per sq. km of land area),EN.POP.DNST,797.885215946844
"Yemen, Rep.",YEM,People practicing open defecation (% of population),SH.STA.ODFC.ZS,9.733525995
"Yemen, Rep.",YEM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
"Yemen, Rep.",YEM,Net migration,SM.POP.NETM,..
"Yemen, Rep.",YEM,Population growth (annual %),SP.POP.GROW,2.25156062737417
"Yemen, Rep.",YEM,Population density (people per sq. km of land area),EN.POP.DNST,56.4917855181166
Zambia,ZMB,People practicing open defecation (% of population),SH.STA.ODFC.ZS,11.25345933
Zambia,ZMB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Zambia,ZMB,Net migration,SM.POP.NETM,..
Zambia,ZMB,Population growth (annual %),SP.POP.GROW,2.88568592086236
Zambia,ZMB,Population density (people per sq. km of land area),EN.POP.DNST,24.7298941336311
Zimbabwe,ZWE,People practicing open defecation (% of population),SH.STA.ODFC.ZS,23.49863168
Zimbabwe,ZWE,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Zimbabwe,ZWE,Net migration,SM.POP.NETM,..
Zimbabwe,ZWE,Population growth (annual %),SP.POP.GROW,1.47387141587655
Zimbabwe,ZWE,Population density (people per sq. km of land area),EN.POP.DNST,38.4203877471888
Africa Eastern and Southern,AFE,People practicing open defecation (% of population),SH.STA.ODFC.ZS,14.5531062369295
Africa Eastern and Southern,AFE,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Africa Eastern and Southern,AFE,Net migration,SM.POP.NETM,..
Africa Eastern and Southern,AFE,Population growth (annual %),SP.POP.GROW,2.60542748736259
Africa Eastern and Southern,AFE,Population density (people per sq. km of land area),EN.POP.DNST,45.7379159749691
Africa Western and Central,AFW,People practicing open defecation (% of population),SH.STA.ODFC.ZS,23.7344783209467
Africa Western and Central,AFW,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
